,movie_id,title,genres,user_id,rating,timestamp
30788,1225,Amadeus (1984),Drama,420,5.0,892820683
30867,1228,Raging Bull (1980),Drama,19,5.0,855191882
30870,1228,Raging Bull (1980),Drama,30,5.0,945123065
30874,1228,Raging Bull (1980),Drama,102,5.0,956598656
31035,1231,"Right Stuff, The (1983)",Drama,559,5.0,903144451
31034,1231,"Right Stuff, The (1983)",Drama,558,5.0,965485990
31017,1231,"Right Stuff, The (1983)",Drama,342,5.0,945123604
31012,1231,"Right Stuff, The (1983)",Drama,259,5.0,949948963
31011,1231,"Right Stuff, The (1983)",Drama,242,5.0,956687360
31001,1231,"Right Stuff, The (1983)",Drama,30,5.0,945114800
30998,1231,"Right Stuff, The (1983)",Drama,19,5.0,855192061
30876,1228,Raging Bull (1980),Drama,178,5.0,1437425892
30913,1228,Raging Bull (1980),Drama,624,5.0,1324744267
30912,1228,Raging Bull (1980),Drama,608,5.0,939361316
30911,1228,Raging Bull (1980),Drama,587,5.0,1217326285
30910,1228,Raging Bull (1980),Drama,585,5.0,975365311
30908,1228,Raging Bull (1980),Drama,564,5.0,974711197
30907,1228,Raging Bull (1980),Drama,559,5.0,903144894
30906,1228,Raging Bull (1980),Drama,554,5.0,1012752226
30904,1228,Raging Bull (1980),Drama,545,5.0,938566319
30902,1228,Raging Bull (1980),Drama,509,5.0,939326537
30899,1228,Raging Bull (1980),Drama,472,5.0,1017534737
30892,1228,Raging Bull (1980),Drama,388,5.0,946525718
30891,1228,Raging Bull (1980),Drama,387,5.0,974670962
30889,1228,Raging Bull (1980),Drama,373,5.0,939038160
30888,1228,Raging Bull (1980),Drama,358,5.0,957535406
30886,1228,Raging Bull (1980),Drama,342,5.0,945123084
30885,1228,Raging Bull (1980),Drama,321,5.0,939398278
30881,1228,Raging Bull (1980),Drama,278,5.0,984560940
30879,1228,Raging Bull (1980),Drama,245,5.0,1011318292
42411,1938,"Lost Weekend, The (1945)",Drama,387,5.0,974683179
42425,1940,Gentleman's Agreement (1947),Drama,222,5.0,960920116
42409,1938,"Lost Weekend, The (1945)",Drama,358,5.0,957535373
42381,1933,"Life of Emile Zola, The (1937)",Drama,387,5.0,974682578
42426,1940,Gentleman's Agreement (1947),Drama,232,5.0,955092839
42428,1940,Gentleman's Agreement (1947),Drama,358,5.0,957535586
42434,1941,Hamlet (1948),Drama,222,5.0,960920068
42436,1941,Hamlet (1948),Drama,436,5.0,941456657
42442,1942,All the King's Men (1949),Drama,387,5.0,974682976
42441,1942,All the King's Men (1949),Drama,358,5.0,957535406
42440,1942,All the King's Men (1949),Drama,242,5.0,956689196
42437,1941,Hamlet (1948),Drama,592,5.0,995419617
42722,1954,Rocky (1976),Drama,214,5.0,978131467
42757,1954,Rocky (1976),Drama,533,5.0,965315485
42753,1954,Rocky (1976),Drama,519,5.0,1466851007
42751,1954,Rocky (1976),Drama,509,5.0,940014164
42747,1954,Rocky (1976),Drama,472,5.0,939003985
42739,1954,Rocky (1976),Drama,358,5.0,957481835
42738,1954,Rocky (1976),Drama,342,5.0,945125169
42736,1954,Rocky (1976),Drama,333,5.0,1441199800
42735,1954,Rocky (1976),Drama,327,5.0,1225364072
42727,1954,Rocky (1976),Drama,277,5.0,1463684152
42723,1954,Rocky (1976),Drama,245,5.0,1011238141
42714,1954,Rocky (1976),Drama,120,5.0,1167420301
42712,1954,Rocky (1976),Drama,102,5.0,957894100
42708,1954,Rocky (1976),Drama,66,5.0,974600600
42702,1954,Rocky (1976),Drama,30,5.0,945114883
42699,1954,Rocky (1976),Drama,4,5.0,949810261
42761,1954,Rocky (1976),Drama,577,5.0,1111551182
42766,1954,Rocky (1976),Drama,651,5.0,945031470
42775,1955,Kramer vs. Kramer (1979),Drama,160,5.0,974258996
42780,1955,Kramer vs. Kramer (1979),Drama,306,5.0,939901187
42871,1957,Chariots of Fire (1981),Drama,656,5.0,986240991
42867,1957,Chariots of Fire (1981),Drama,577,5.0,1111550817
42866,1957,Chariots of Fire (1981),Drama,575,5.0,1012604786
42862,1957,Chariots of Fire (1981),Drama,509,5.0,939326440
42860,1957,Chariots of Fire (1981),Drama,472,5.0,939072776
42850,1957,Chariots of Fire (1981),Drama,306,5.0,939814893
42847,1957,Chariots of Fire (1981),Drama,242,5.0,956687430
42846,1957,Chariots of Fire (1981),Drama,232,5.0,955093160
42843,1957,Chariots of Fire (1981),Drama,201,5.0,1110421647
42839,1957,Chariots of Fire (1981),Drama,130,5.0,1138997823
42834,1957,Chariots of Fire (1981),Drama,57,5.0,907764431
42827,1956,Ordinary People (1980),Drama,564,5.0,974714599
42826,1956,Ordinary People (1980),Drama,547,5.0,974809988
42825,1956,Ordinary People (1980),Drama,545,5.0,938566176
42821,1956,Ordinary People (1980),Drama,472,5.0,939691164
42815,1956,Ordinary People (1980),Drama,376,5.0,974427228
42810,1956,Ordinary People (1980),Drama,242,5.0,956687335
42808,1956,Ordinary People (1980),Drama,214,5.0,978418107
42793,1955,Kramer vs. Kramer (1979),Drama,545,5.0,938565672
42571,1949,"Man for All Seasons, A (1966)",Drama,232,5.0,955092541
42652,1952,Midnight Cowboy (1969),Drama,647,5.0,947292521
42651,1952,Midnight Cowboy (1969),Drama,587,5.0,1111423804
42649,1952,Midnight Cowboy (1969),Drama,585,5.0,975365438
42645,1952,Midnight Cowboy (1969),Drama,559,5.0,903145196
42644,1952,Midnight Cowboy (1969),Drama,558,5.0,965485505
42643,1952,Midnight Cowboy (1969),Drama,547,5.0,974809963
42639,1952,Midnight Cowboy (1969),Drama,481,5.0,1437001402
42638,1952,Midnight Cowboy (1969),Drama,472,5.0,939691618
42635,1952,Midnight Cowboy (1969),Drama,452,5.0,1002940431
42632,1952,Midnight Cowboy (1969),Drama,387,5.0,974681838
42630,1952,Midnight Cowboy (1969),Drama,358,5.0,957535429
42629,1952,Midnight Cowboy (1969),Drama,348,5.0,960838303
42626,1952,Midnight Cowboy (1969),Drama,242,5.0,956688849
42625,1952,Midnight Cowboy (1969),Drama,232,5.0,955093017
42621,1952,Midnight Cowboy (1969),Drama,102,5.0,956591803
40582,1730,Kundun (1997),Drama,407,5.0,962646925
41472,1860,Character (Karakter) (1997),Drama,407,5.0,962646994
41469,1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,608,5.0,958824689
41471,1860,Character (Karakter) (1997),Drama,23,5.0,1148671375
41468,1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,15,5.0,997938834
41436,1846,Nil By Mouth (1997),Drama,608,5.0,958825954
45106,2069,"Trip to Bountiful, The (1985)",Drama,575,5.0,1012605207
45101,2069,"Trip to Bountiful, The (1985)",Drama,242,5.0,956687566
45123,2071,And the Band Played On (1993),Drama,407,5.0,962647523
45125,2071,And the Band Played On (1993),Drama,452,5.0,976419929
43121,1962,Driving Miss Daisy (1989),Drama,559,5.0,903144201
43106,1962,Driving Miss Daisy (1989),Drama,342,5.0,945124578
43003,1961,Rain Man (1988),Drama,183,5.0,983096307
42992,1961,Rain Man (1988),Drama,120,5.0,1167420306
42983,1961,Rain Man (1988),Drama,83,5.0,1156205341
42976,1961,Rain Man (1988),Drama,57,5.0,907764389
42974,1961,Rain Man (1988),Drama,30,5.0,945294381
42969,1961,Rain Man (1988),Drama,8,5.0,1154473322
42967,1961,Rain Man (1988),Drama,4,5.0,949918743
42965,1960,"Last Emperor, The (1987)",Drama,587,5.0,1117560438
42961,1960,"Last Emperor, The (1987)",Drama,545,5.0,938566655
42959,1960,"Last Emperor, The (1987)",Drama,518,5.0,945445751
42958,1960,"Last Emperor, The (1987)",Drama,510,5.0,944347003
42950,1960,"Last Emperor, The (1987)",Drama,388,5.0,946510070
42943,1960,"Last Emperor, The (1987)",Drama,242,5.0,956687430
42939,1960,"Last Emperor, The (1987)",Drama,102,5.0,956600328
42938,1960,"Last Emperor, The (1987)",Drama,30,5.0,945114800
43001,1961,Rain Man (1988),Drama,160,5.0,974257680
43004,1961,Rain Man (1988),Drama,195,5.0,975415133
43102,1962,Driving Miss Daisy (1989),Drama,242,5.0,956687388
43011,1961,Rain Man (1988),Drama,230,5.0,1424847304
43100,1962,Driving Miss Daisy (1989),Drama,214,5.0,978417948
43094,1962,Driving Miss Daisy (1989),Drama,119,5.0,927055670
43090,1962,Driving Miss Daisy (1989),Drama,57,5.0,907764431
43089,1962,Driving Miss Daisy (1989),Drama,30,5.0,945114883
43073,1961,Rain Man (1988),Drama,559,5.0,903144014
43071,1961,Rain Man (1988),Drama,546,5.0,1300579584
43066,1961,Rain Man (1988),Drama,518,5.0,945445409
43055,1961,Rain Man (1988),Drama,458,5.0,1365116047
43053,1961,Rain Man (1988),Drama,442,5.0,1227969070
43047,1961,Rain Man (1988),Drama,417,5.0,1112466551
43044,1961,Rain Man (1988),Drama,388,5.0,965184908
43043,1961,Rain Man (1988),Drama,381,5.0,1018645812
43040,1961,Rain Man (1988),Drama,376,5.0,974426827
43037,1961,Rain Man (1988),Drama,365,5.0,1359307133
43033,1961,Rain Man (1988),Drama,342,5.0,945125730
43028,1961,Rain Man (1988),Drama,306,5.0,939814967
43025,1961,Rain Man (1988),Drama,292,5.0,1140051242
43017,1961,Rain Man (1988),Drama,253,5.0,1215831454
43016,1961,Rain Man (1988),Drama,251,5.0,1476551305
43014,1961,Rain Man (1988),Drama,242,5.0,956686799
43013,1961,Rain Man (1988),Drama,234,5.0,1213808787
44449,2022,"Last Temptation of Christ, The (1988)",Drama,518,5.0,945445932
36276,1399,Marvin's Room (1996),Drama,211,5.0,1460811042
36285,1401,Ghosts of Mississippi (1996),Drama,232,5.0,955093282
37172,1504,Hollow Reed (1996),Drama,407,5.0,962646714
36606,1428,Angel Baby (1995),Drama,330,5.0,948731410
36528,1413,"Whole Wide World, The (1996)",Drama,558,5.0,965485792
34386,1312,Female Perversions (1996),Drama,564,5.0,974841726
35135,1366,"Crucible, The (1996)",Drama,641,5.0,855980942
35124,1366,"Crucible, The (1996)",Drama,30,5.0,945277990
35123,1366,"Crucible, The (1996)",Drama,28,5.0,938944636
35120,1365,Ridicule (1996),Drama,537,5.0,879502608
35085,1358,Sling Blade (1996),Drama,658,5.0,941488953
35081,1358,Sling Blade (1996),Drama,597,5.0,940709146
35079,1358,Sling Blade (1996),Drama,594,5.0,938962157
35075,1358,Sling Blade (1996),Drama,569,5.0,965143871
35070,1358,Sling Blade (1996),Drama,545,5.0,938568773
35069,1358,Sling Blade (1996),Drama,539,5.0,951928751
35068,1358,Sling Blade (1996),Drama,537,5.0,879502404
35064,1358,Sling Blade (1996),Drama,472,5.0,1017534872
35060,1358,Sling Blade (1996),Drama,452,5.0,976419605
35053,1358,Sling Blade (1996),Drama,358,5.0,957535301
35052,1358,Sling Blade (1996),Drama,348,5.0,960838891
35043,1358,Sling Blade (1996),Drama,242,5.0,956683541
35041,1358,Sling Blade (1996),Drama,232,5.0,955092479
35039,1358,Sling Blade (1996),Drama,160,5.0,974258079
35037,1358,Sling Blade (1996),Drama,119,5.0,915411308
35036,1358,Sling Blade (1996),Drama,118,5.0,951009370
35030,1358,Sling Blade (1996),Drama,57,5.0,907762565
35028,1358,Sling Blade (1996),Drama,34,5.0,973746613
35027,1358,Sling Blade (1996),Drama,30,5.0,945113981
35026,1358,Sling Blade (1996),Drama,25,5.0,859625974
35024,1358,Sling Blade (1996),Drama,10,5.0,942766420
40289,1719,"Sweet Hereafter, The (1997)",Drama,472,5.0,940539077
39502,1673,Boogie Nights (1997),Drama,595,5.0,965077208
39496,1673,Boogie Nights (1997),Drama,545,5.0,938568473
39486,1673,Boogie Nights (1997),Drama,433,5.0,1417930938
39485,1673,Boogie Nights (1997),Drama,423,5.0,1354570176
39483,1673,Boogie Nights (1997),Drama,407,5.0,962646503
39481,1673,Boogie Nights (1997),Drama,388,5.0,946525758
39477,1673,Boogie Nights (1997),Drama,348,5.0,960838303
39475,1673,Boogie Nights (1997),Drama,312,5.0,959993155
39471,1673,Boogie Nights (1997),Drama,275,5.0,1386885633
39467,1673,Boogie Nights (1997),Drama,230,5.0,1424847299
39465,1673,Boogie Nights (1997),Drama,187,5.0,1230360554
39464,1673,Boogie Nights (1997),Drama,183,5.0,983097183
39463,1673,Boogie Nights (1997),Drama,156,5.0,1277429498
38996,1635,"Ice Storm, The (1997)",Drama,647,5.0,947292957
38995,1635,"Ice Storm, The (1997)",Drama,608,5.0,958825904
38987,1635,"Ice Storm, The (1997)",Drama,452,5.0,976419528
38985,1635,"Ice Storm, The (1997)",Drama,431,5.0,1165548208
40287,1719,"Sweet Hereafter, The (1997)",Drama,434,5.0,889301913
40285,1719,"Sweet Hereafter, The (1997)",Drama,407,5.0,962646348
40283,1719,"Sweet Hereafter, The (1997)",Drama,348,5.0,960838461
40282,1719,"Sweet Hereafter, The (1997)",Drama,312,5.0,959932557
40277,1719,"Sweet Hereafter, The (1997)",Drama,57,5.0,907762409
40274,1719,"Sweet Hereafter, The (1997)",Drama,10,5.0,942766472
39991,1694,"Apostle, The (1997)",Drama,658,5.0,941489244
39983,1694,"Apostle, The (1997)",Drama,358,5.0,957535880
39977,1694,"Apostle, The (1997)",Drama,30,5.0,945114071
37546,1543,"Designated Mourner, The (1997)",Drama,564,5.0,974841778
37499,1531,Losing Chase (1996),Drama,564,5.0,974843382
37931,1575,Gabbeh (1996),Drama,330,5.0,948577442
37756,1563,Dream With the Fishes (1997),Drama,609,5.0,1029869914
37846,1572,"Contempt (Mépris, Le) (1963)",Drama,545,5.0,938567680
19172,621,My Favorite Season (1993),Drama,564,5.0,974712896
19856,702,Faces (1968),Drama,481,5.0,1437005446
19511,650,Moll Flanders (1996),Drama,67,5.0,854712060
19676,668,Song of the Little Road (Pather Panchali) (1955),Drama,81,5.0,1307174641
21850,835,Foxfire (1996),Drama,496,5.0,843218394
21723,820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,492,5.0,898111061
21960,848,"Spitfire Grill, The (1996)",Drama,543,5.0,866931969
21953,848,"Spitfire Grill, The (1996)",Drama,211,5.0,1460811636
21949,845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,510,5.0,955011276
21144,781,Stealing Beauty (1996),Drama,211,5.0,1460810888
20794,766,I Shot Andy Warhol (1996),Drama,636,5.0,855227523
20792,766,I Shot Andy Warhol (1996),Drama,564,5.0,974842308
20790,766,I Shot Andy Warhol (1996),Drama,514,5.0,853893166
20789,766,I Shot Andy Warhol (1996),Drama,383,5.0,852808661
20786,766,I Shot Andy Warhol (1996),Drama,86,5.0,848161161
15136,501,Naked (1993),Drama,667,5.0,847271869
15251,508,Philadelphia (1993),Drama,487,5.0,832838416
15249,508,Philadelphia (1993),Drama,452,5.0,976420037
15242,508,Philadelphia (1993),Drama,388,5.0,965182563
15228,508,Philadelphia (1993),Drama,288,5.0,845862539
15223,508,Philadelphia (1993),Drama,242,5.0,956684901
15218,508,Philadelphia (1993),Drama,188,5.0,841063783
15212,508,Philadelphia (1993),Drama,156,5.0,1277430118
15195,508,Philadelphia (1993),Drama,30,5.0,945122127
15135,501,Naked (1993),Drama,609,5.0,1029869813
15133,501,Naked (1993),Drama,564,5.0,974713196
15131,501,Naked (1993),Drama,492,5.0,898111027
15128,501,Naked (1993),Drama,423,5.0,1355155724
15124,501,Naked (1993),Drama,86,5.0,848160301
15122,501,Naked (1993),Drama,19,5.0,855191228
15252,508,Philadelphia (1993),Drama,508,5.0,844376344
15254,508,Philadelphia (1993),Drama,516,5.0,844687287
15255,508,Philadelphia (1993),Drama,518,5.0,945445429
15259,508,Philadelphia (1993),Drama,537,5.0,879506753
15266,508,Philadelphia (1993),Drama,593,5.0,840995839
15263,508,Philadelphia (1993),Drama,570,5.0,1475783671
14897,495,In the Realm of the Senses (Ai no corrida) (1976),Drama,492,5.0,898111297
14785,491,"Man Without a Face, The (1993)",Drama,629,5.0,841414227
14776,491,"Man Without a Face, The (1993)",Drama,440,5.0,835337598
14774,491,"Man Without a Face, The (1993)",Drama,308,5.0,854377067
14673,483,King of the Hill (1993),Drama,510,5.0,946892212
15622,524,Rudy (1993),Drama,637,5.0,1231346519
15618,524,Rudy (1993),Drama,496,5.0,834060853
15617,524,Rudy (1993),Drama,487,5.0,832838839
15611,524,Rudy (1993),Drama,351,5.0,975636796
15606,524,Rudy (1993),Drama,282,5.0,1111494667
15602,524,Rudy (1993),Drama,182,5.0,845745289
15587,523,Ruby in Paradise (1993),Drama,564,5.0,974716403
15583,523,Ruby in Paradise (1993),Drama,348,5.0,960838484
13659,452,Widows' Peak (1994),Drama,536,5.0,829471722
13656,452,Widows' Peak (1994),Drama,67,5.0,854714498
13070,428,"Bronx Tale, A (1993)",Drama,387,5.0,975143535
13067,428,"Bronx Tale, A (1993)",Drama,193,5.0,971217447
13060,428,"Bronx Tale, A (1993)",Drama,30,5.0,945115767
13628,448,Fearless (1993),Drama,547,5.0,981314419
14332,475,In the Name of the Father (1993),Drama,602,5.0,842357534
14327,475,In the Name of the Father (1993),Drama,537,5.0,879502925
14326,475,In the Name of the Father (1993),Drama,529,5.0,1385070155
14323,475,In the Name of the Father (1993),Drama,487,5.0,832838764
14322,475,In the Name of the Father (1993),Drama,452,5.0,976419844
14320,475,In the Name of the Father (1993),Drama,434,5.0,886375478
14315,475,In the Name of the Father (1993),Drama,354,5.0,846062433
14310,475,In the Name of the Father (1993),Drama,232,5.0,955093253
14305,475,In the Name of the Father (1993),Drama,67,5.0,854714227
16021,535,Short Cuts (1993),Drama,602,5.0,842357749
16019,535,Short Cuts (1993),Drama,595,5.0,965077067
16013,535,Short Cuts (1993),Drama,509,5.0,939340253
16009,535,Short Cuts (1993),Drama,391,5.0,891533624
16005,535,Short Cuts (1993),Drama,241,5.0,847340320
16000,535,Short Cuts (1993),Drama,86,5.0,848159932
15914,529,Searching for Bobby Fischer (1993),Drama,659,5.0,842347557
15913,529,Searching for Bobby Fischer (1993),Drama,564,5.0,974712989
